;store ;date;Temperature;Fuel_Price;CPI;Unemployment;IsHoliday;Weekly Sales
71;1.0;2011-06-17;86.41;3.637;214.9980596;7.682;0.0;1532114.8599999996
72;1.0;2011-06-24;83.58;3.594;215.0910982;7.682;0.0;1438830.15
73;1.0;2011-07-01;85.55;3.524;215.18413680000003;7.9620000000000015;0.0;1488538.09
74;1.0;2011-07-08;85.83;3.48;215.27717540000003;7.9620000000000015;0.0;1534849.6400000004
75;1.0;2011-07-15;88.54;3.575;215.3611087;7.9620000000000015;0.0;1455119.97
76;1.0;2011-07-22;85.77;3.651;215.4222784;7.9620000000000015;0.0;1396926.8200000005
77;1.0;2011-07-29;86.83;3.682;215.4834482;7.9620000000000015;0.0;1352219.7899999998
78;1.0;2011-08-05;91.65;3.684;215.544618;7.9620000000000015;0.0;1624383.75
79;1.0;2011-08-12;90.76;3.638;215.6057878;7.9620000000000015;0.0;1525147.09
80;1.0;2011-08-19;89.94;3.554;215.6693107;7.9620000000000015;0.0;1530761.43
81;1.0;2011-08-26;87.96;3.523;215.7332258;7.9620000000000015;0.0;1464693.4599999997
82;1.0;2011-09-02;87.83;3.533;215.7971409;7.9620000000000015;0.0;1550229.2200000002
83;1.0;2011-09-09;76.0;3.5460000000000003;215.861056;7.9620000000000015;1.0;1540471.2400000002
84;;2011-09-16;79.94;3.526;216.0410526;7.9620000000000015;0.0;1514259.7799999998
85;1.0;2011-09-23;75.8;3.467;216.3758246;7.9620000000000015;0.0;1380020.2699999998
86;1.0;2011-09-30;79.69;3.355;216.7105965;7.9620000000000015;0.0;1394561.83
87;1.0;2011-10-07;69.31;3.285;217.0453684;7.866;0.0;1630989.949999999
88;1.0;2011-10-14;71.74;3.274;217.3552733;7.866;0.0;1493525.9300000004
89;1.0;2011-10-21;63.71;3.353;217.5159762;7.866;0.0;1502562.7800000003
90;1.0;2011-10-28;66.57;3.372;217.6766791;7.866;0.0;1445249.09
91;1.0;2011-11-04;54.98;3.332;217.837382;7.866;0.0;1697229.5799999994
92;1.0;2011-11-11;59.11;3.297;217.9980849;7.866;0.0;1594938.89
93;1.0;2011-11-18;62.25;3.3080000000000003;218.2205088;7.866;0.0;1539483.7000000004
94;1.0;2011-11-25;60.14;3.236;218.4676211;7.866;1.0;2033320.66
95;1.0;2011-12-02;48.91;3.172;218.7147333;7.866;0.0;1584083.95
96;1.0;2011-12-09;43.93;3.158;218.9618456;7.866;0.0;1799682.38
97;1.0;2011-12-16;51.63;3.159;219.17945330000003;7.866;0.0;1881176.67
98;1.0;2011-12-23;47.96;3.112;219.3577216;7.866;0.0;2270188.99
99;1.0;2011-12-30;44.55;3.129;219.5359898;7.866;1.0;1497462.7199999997
100;1.0;2012-01-06;49.01;3.157;219.7142581;7.348;0.0;1550369.9199999997
101;1.0;2012-01-13;48.53;3.261;219.8925263;7.348;0.0;1459601.1700000004
102;1.0;2012-01-20;54.11;3.268;219.9856893;7.348;0.0;1394393.84
103;1.0;2012-01-27;54.26;3.29;220.0788523;7.348;0.0;1319325.59
104;1.0;2012-02-03;56.55;3.36;220.1720153;7.348;0.0;1636339.65
105;1.0;2012-02-10;48.02;3.409;220.26517830000003;7.348;1.0;1802477.4300000004
106;1.0;2012-02-17;45.32;3.51;220.4257586;7.348;0.0;1819869.9999999998
107;1.0;2012-02-24;57.25;3.555;220.636902;7.348;0.0;1539387.8300000003
108;1.0;2012-03-02;60.96;3.63;220.8480454;7.348;0.0;1688420.7599999998
109;1.0;2012-03-09;58.76;3.669;221.0591887;7.348;0.0;1675431.1599999997
110;1.0;2012-03-16;64.74;3.734;221.2118132;7.348;0.0;1677472.78
111;1.0;2012-03-23;65.93;3.787;221.2864126;7.348;0.0;1511068.0699999996
112;1.0;2012-03-30;67.61;3.845;221.3610119;7.348;0.0;1649604.63
113;1.0;2012-04-06;70.43;3.891;221.4356112;7.143;0.0;1899676.88
114;1.0;2012-04-13;69.07;3.891;221.5102105;7.143;0.0;1621031.7
115;1.0;2012-04-20;66.76;3.877;221.5640737;7.143;0.0;1521577.87
116;1.0;2012-04-27;67.23;3.814;221.6179368;7.143;0.0;1468928.3699999994
117;1.0;2012-05-04;75.55;3.749;221.6718;7.143;0.0;1684519.99
118;1.0;2012-05-11;73.77;3.688;221.7256632;7.143;0.0;1611096.05
119;1.0;2012-05-18;70.33;3.63;221.742674;7.143;0.0;1595901.8699999996
120;1.0;2012-05-25;77.22;3.5610000000000004;221.744944;7.143;0.0;1555444.5500000003
121;1.0;2012-06-01;77.95;3.5010000000000003;221.7472139;7.143;0.0;1624477.5800000003
122;1.0;2012-06-08;78.3;3.452;221.7494839;7.143;0.0;1697230.9600000004
123;1.0;2012-06-15;79.35;3.393;221.7626421;7.143;0.0;1630606.9999999998
124;1.0;2012-06-22;78.39;3.346;221.8030211;7.143;0.0;1527845.81
125;1.0;2012-06-29;84.88;3.286;221.8434;7.143;0.0;1540421.4900000002
126;1.0;2012-07-06;81.57;3.227;221.8837789;6.908;0.0;1769854.16
127;1.0;2012-07-13;77.12;3.256;221.9241579;6.908;0.0;1527014.04
128;1.0;2012-07-20;80.42;3.3110000000000004;221.9327267;6.908;0.0;1497954.7600000002
129;1.0;2012-07-27;82.66;3.407;221.9412954;6.908;0.0;1439123.7100000004
130;1.0;2012-08-03;86.11;3.417;221.9498642;6.908;0.0;1631135.7899999996
131;1.0;2012-08-10;85.05;3.494;221.9584329;6.908;0.0;1592409.97
132;1.0;2012-08-17;84.85;3.571;;6.908;0.0;1597868.0500000003
133;1.0;2012-08-24;77.66;3.62;222.1719457;6.908;0.0;1494122.3800000004
134;1.0;2012-08-31;80.49;3.638;222.3054805;6.908;0.0;1582083.4
135;1.0;2012-09-07;83.96;3.73;222.4390153;6.908;1.0;1661767.3299999996
136;1.0;2012-09-14;74.97;3.717;222.5820193;6.908;0.0;1517428.87
137;1.0;2012-09-21;69.87;3.721;222.7818386;6.908;0.0;1506126.06
138;1.0;2012-09-28;76.08;3.666;222.9816579;6.908;0.0;1437059.2600000002
139;1.0;2012-10-05;68.55;3.617;223.1814772;6.573;0.0;1670785.9699999997
140;1.0;2012-10-12;62.99;3.6010000000000004;223.3812965;6.573;0.0;1573072.8099999996
141;1.0;2012-10-19;67.97;3.594;223.4257233;6.573;0.0;1508068.7700000003
142;1.0;2012-10-26;69.16;3.506;223.4442513;6.573;0.0;1493659.7399999998
143;2.0;2010-02-05;40.19;2.572;210.75260530000003;8.324;0.0;2136989.46
144;2.0;2010-02-12;38.49;2.548;210.8979935;8.324;1.0;2137809.499999999
145;2.0;2010-02-19;39.69;2.514;210.9451605;8.324;0.0;2124451.5400000005
146;2.0;2010-02-26;46.1;2.5610000000000004;210.97595730000003;8.324;0.0;1865097.27
147;2.0;2010-03-05;47.17;2.625;211.0067542;8.324;0.0;1991013.13
148;2.0;2010-03-12;57.56;2.667;211.037551;8.324;0.0;1990483.78
149;2.0;2010-03-19;54.52;2.72;210.8733316;8.324;0.0;1946070.880000001
150;2.0;2010-03-26;51.26;2.732;210.6766095;8.324;0.0;1750197.81
151;2.0;2010-04-02;63.27;2.719;210.4798874;8.2;0.0;2066187.7199999997
152;2.0;2010-04-09;65.41;2.77;210.2831653;8.2;0.0;1954689.21
153;2.0;2010-04-16;68.07;2.8080000000000003;210.1495463;8.2;0.0;1874957.94
154;2.0;2010-04-23;65.11;2.795;210.1000648;8.2;0.0;1821990.93
155;2.0;2010-04-30;66.98;2.78;210.0505833;8.2;0.0;1802450.29
156;2.0;2010-05-07;71.28;2.835;210.0011018;8.2;0.0;2042581.71
157;2.0;2010-05-14;73.31;2.854;209.9984585;8.2;0.0;1880752.36
158;2.0;2010-05-21;74.83;2.826;210.2768443;8.2;0.0;1896937.0999999996
159;2.0;2010-05-28;81.13;2.759;210.5552301;8.2;0.0;1957113.89
160;2.0;2010-06-04;81.81;2.705;210.833616;8.2;0.0;2102539.93
161;2.0;2010-06-11;83.4;2.668;211.1120018;8.2;0.0;2025538.76
162;2.0;2010-06-18;85.81;2.637;211.1096543;8.2;0.0;2001636.96
163;2.0;2010-06-25;86.26;2.653;210.9950134;8.2;0.0;1939927.09
164;2.0;2010-07-02;82.74;2.669;210.8803726;8.099;0.0;2003940.6400000008
165;2.0;2010-07-09;82.59;2.642;210.7657317;8.099;0.0;1880902.6199999996
166;2.0;2010-07-16;85.32;2.623;210.7577954;8.099;0.0;1845879.7900000003
167;2.0;2010-07-23;87.66;2.608;210.8921319;8.099;0.0;1781717.7100000004
168;2.0;2010-07-30;83.49;2.64;211.0264684;8.099;0.0;1804246.1600000004
169;2.0;2010-08-06;89.53;2.627;211.1608049;8.099;0.0;1991909.9799999997
170;2.0;2010-08-13;89.05;2.692;211.2951413;8.099;0.0;1895601.05
171;2.0;2010-08-20;88.7;2.664;211.2596586;8.099;0.0;1964335.23
172;2.0;2010-08-27;87.12;2.619;211.2241759;8.099;0.0;1863840.4900000002
173;2.0;2010-09-03;81.83;2.577;211.1886931;8.099;0.0;1904608.09
174;2.0;2010-09-10;79.09;2.565;211.15321040000003;8.099;1.0;1839128.83
175;2.0;2010-09-17;82.05;2.582;211.1806415;8.099;0.0;1793903.6
176;2.0;2010-09-24;81.79;2.624;211.2552578;8.099;0.0;1724557.2200000002
177;2.0;2010-10-01;69.24;2.603;211.3298742;8.163;0.0;1827440.4299999997
178;2.0;2010-10-08;63.19;2.633;211.4044906;8.163;0.0;1849921.44
179;2.0;2010-10-15;65.8;2.72;211.4713286;8.163;0.0;1794355.4899999998
180;2.0;2010-10-22;68.5;2.725;211.5187208;8.163;0.0;1737947.6399999997
181;;2010-10-29;66.24;2.716;211.5661131;8.163;0.0;1802755.11
182;2.0;2010-11-05;57.85;2.689;211.61350530000004;8.163;0.0;1939061.41
183;2.0;2010-11-12;59.69;2.728;211.6608975;8.163;0.0;1916812.74
184;2.0;2010-11-19;50.81;2.7710000000000004;211.5470304;8.163;0.0;1956739.1700000004
185;2.0;2010-11-26;62.98;2.735;211.4062867;8.163;1.0;2658725.29
186;2.0;2010-12-03;49.33;2.708;211.265543;8.163;0.0;2015781.27
187;2.0;2010-12-10;45.5;2.843;211.12479930000003;8.163;0.0;2378726.55
188;2.0;2010-12-17;47.55;2.869;211.0645458;8.163;0.0;2609166.75
189;2.0;2010-12-24;49.97;2.886;211.0646599;8.163;0.0;3436007.68
190;2.0;2010-12-31;47.3;2.943;211.06477400000003;8.163;1.0;1750434.5499999996
191;2.0;2011-01-07;44.69;2.9760000000000004;211.0648881;8.027999999999999;0.0;1758050.7899999996
192;2.0;2011-01-14;33.02;2.983;211.1176713;8.027999999999999;0.0;1744193.5799999996
193;2.0;2011-01-21;41.4;3.016;211.4864691;8.027999999999999;0.0;1751384.9
194;2.0;2011-01-28;42.83;3.01;211.8552668;8.027999999999999;0.0;1695371.6800000004
195;2.0;2011-02-04;38.25;2.989;212.2240646;8.027999999999999;0.0;1929346.23
196;2.0;2011-02-11;33.19;3.022;212.5928624;8.027999999999999;1.0;2168041.61
197;2.0;2011-02-18;57.83;3.045;212.90331150000003;8.027999999999999;0.0;2080884.82
198;2.0;2011-02-25;60.8;3.065;213.190421;8.027999999999999;0.0;1833511.08
199;2.0;2011-03-04;57.77;3.2880000000000003;213.47753050000003;8.027999999999999;0.0;1981607.7800000003
200;2.0;2011-03-11;52.7;3.459;213.7646401;8.027999999999999;0.0;1879107.3100000003
201;2.0;2011-03-18;62.32;3.488;214.0156238;8.027999999999999;0.0;1902557.66
202;2.0;2011-03-25;69.42;3.4730000000000003;214.2521573;8.027999999999999;0.0;1766162.0499999996
203;2.0;2011-04-01;55.43;3.524;214.48869080000003;7.931;0.0;1800171.36
204;2.0;2011-04-08;67.0;3.622;214.7252242;7.931;0.0;1847552.61
205;2.0;2011-04-15;69.48;3.743;214.9420631;7.931;0.0;1856467.84
206;2.0;2011-04-22;69.39;3.807;215.1096657;7.931;0.0;1886339.6
207;2.0;2011-04-29;69.21;3.81;215.27726830000003;7.931;0.0;1745545.28
208;2.0;2011-05-06;61.48;3.906;215.44487090000004;7.931;0.0;1837743.600000001
209;2.0;2011-05-13;74.61;3.899;215.6124735;7.931;0.0;1838513.07
210;2.0;2011-05-20;67.14;3.907;215.3834778;7.931;0.0;1688281.86
211;2.0;2011-05-27;76.42;3.786;215.1544822;7.931;0.0;1797732.5599999996
212;2.0;2011-06-03;83.07;3.699;214.92548650000003;7.931;0.0;1933756.2100000004
213;2.0;2011-06-10;83.4;3.648;214.6964908;7.931;0.0;1929153.16
214;2.0;2011-06-17;86.53;3.637;214.6513538;7.931;0.0;1953771.9899999998
215;2.0;2011-06-24;85.17;3.594;214.7441108;7.931;0.0;1790925.8000000003
216;2.0;2011-07-01;85.69;3.524;214.8368678;7.852;0.0;1866243.0
217;2.0;2011-07-08;87.7;3.48;214.9296249;7.852;0.0;1853161.99
218;2.0;2011-07-15;89.83;3.575;215.0134426;7.852;0.0;1785187.2900000003
219;2.0;2011-07-22;89.34;3.651;215.0749122;7.852;0.0;1743816.41
220;2.0;2011-07-29;90.07;3.682;215.1363819;7.852;0.0;1680693.0600000003
221;2.0;2011-08-05;93.34;3.684;215.1978515;7.852;0.0;1876704.2600000002
222;2.0;2011-08-12;91.58;3.638;215.2593211;7.852;0.0;1812768.2600000002
223;2.0;2011-08-19;89.86;3.554;215.3229307;7.852;0.0;1844094.5899999996
224;2.0;2011-08-26;90.45;3.523;215.38689700000003;7.852;0.0;1821139.91
225;2.0;2011-09-02;89.64;3.533;215.4508632;7.852;0.0;1809119.7
226;2.0;2011-09-09;77.97;3.5460000000000003;215.5148295;7.852;1.0;1748000.65
227;2.0;2011-09-16;78.85;3.526;215.6944378;7.852;0.0;1691439.5200000003
228;2.0;2011-09-23;75.58;3.467;216.0282356;7.852;0.0;1669299.78
229;2.0;2011-09-30;78.14;3.355;216.3620333;7.852;0.0;1650394.4400000004
230;2.0;2011-10-07;69.92;3.285;216.6958311;7.441;0.0;1837553.43
231;2.0;2011-10-14;71.67;3.274;217.0048261;7.441;0.0;1743882.19
232;2.0;2011-10-21;64.53;3.353;217.1650042;7.441;0.0;1834680.25
233;2.0;2011-10-28;65.87;3.372;217.3251824;7.441;0.0;1769296.2500000002
234;2.0;2011-11-04;55.53;3.332;217.4853605;7.441;0.0;1959707.9000000008
235;2.0;2011-11-11;59.33;3.297;217.6455387;7.441;0.0;1920725.149999999
236;2.0;2011-11-18;62.01;3.3080000000000003;217.86702180000003;7.441;0.0;1902762.5
237;2.0;2011-11-25;56.36;3.236;218.1130269;7.441;1.0;2614202.3000000003
238;2.0;2011-12-02;48.74;3.172;218.3590319;7.441;0.0;1954952.0
239;2.0;2011-12-09;41.76;3.158;218.605037;7.441;0.0;2290549.3200000003
240;2.0;2011-12-16;50.13;3.159;218.82179280000003;7.441;0.0;2432736.5200000005
241;2.0;2011-12-23;46.66;3.112;218.9995495;7.441;0.0;3224369.8000000007
242;2.0;2011-12-30;44.57;3.129;219.1773063;7.441;1.0;1874226.52
243;2.0;2012-01-06;46.75;3.157;219.355063;7.057;0.0;1799520.14
244;2.0;2012-01-13;45.99;3.261;219.53281980000003;7.057;0.0;1744725.4800000002
245;2.0;2012-01-20;51.7;3.268;219.6258417;7.057;0.0;1711769.11
246;2.0;2012-01-27;50.5;3.29;219.7188636;7.057;0.0;1660906.14
247;2.0;2012-02-03;55.21;3.36;219.8118854;7.057;0.0;1935299.94
248;2.0;2012-02-10;46.98;3.409;219.9049073;7.057;1.0;2103322.68
249;2.0;2012-02-17;43.82;3.51;220.0651993;7.057;0.0;2196688.4599999995
250;2.0;2012-02-24;54.63;3.555;220.275944;7.057;0.0;1861802.7000000004
251;2.0;2012-03-02;58.79;3.63;220.4866886;7.057;0.0;1952555.66
252;2.0;2012-03-09;57.11;3.669;220.6974332;7.057;0.0;1937628.26
253;2.0;2012-03-16;63.68;3.734;220.8498468;7.057;0.0;1976082.13
254;2.0;2012-03-23;64.01;3.787;220.9244858;7.057;0.0;1790439.16
255;2.0;2012-03-30;66.83;3.845;220.9991248;7.057;0.0;1857480.84
256;2.0;2012-04-06;68.43;3.891;221.0737638;6.891;0.0;2129035.91
257;2.0;2012-04-13;68.08;3.891;221.1484028;6.891;0.0;1935869.1
258;2.0;2012-04-20;65.69;3.877;221.2021074;6.891;0.0;1847344.45
259;2.0;2012-04-27;67.2;3.814;221.255812;6.891;0.0;1764133.0899999996
260;2.0;2012-05-04;76.73;3.749;221.3095166;6.891;0.0;1923957.0900000003
261;2.0;2012-05-11;73.87;3.688;221.3632212;6.891;0.0;1917520.99
262;2.0;2012-05-18;71.27;3.63;221.380331;6.891;0.0;2000940.6699999997
263;2.0;2012-05-25;78.19;3.5610000000000004;221.3828029;6.891;0.0;1912791.09
264;2.0;2012-06-01;78.38;3.5010000000000003;221.3852748;6.891;0.0;1910092.3700000003
265;2.0;2012-06-08;78.69;3.452;221.3877467;6.891;0.0;2010216.49
266;2.0;2012-06-15;80.56;3.393;221.4009901;6.891;0.0;1962924.3
267;2.0;2012-06-22;81.04;3.346;221.4411622;6.891;0.0;1887733.2099999997
268;2.0;2012-06-29;86.32;3.286;221.48133430000004;6.891;0.0;1881046.120000001
269;2.0;2012-07-06;84.2;3.227;221.5215064;6.565;0.0;2041507.4000000004
270;2.0;2012-07-13;80.17;3.256;221.5616784;6.565;0.0;1830075.13
271;2.0;2012-07-20;83.23;3.3110000000000004;221.5701123;6.565;0.0;1819666.46
272;2.0;2012-07-27;86.37;3.407;;6.565;0.0;1757923.88
273;2.0;2012-08-03;90.22;3.417;221.5869799;6.565;0.0;1946104.6400000008
274;2.0;2012-08-10;88.55;3.494;221.5954138;6.565;0.0;1866719.96
275;2.0;2012-08-17;84.79;3.571;221.6751459;6.565;0.0;1928016.0100000002
276;2.0;2012-08-24;76.91;3.62;221.80835180000003;6.565;0.0;1876788.15
277;2.0;2012-08-31;82.64;3.638;221.9415576;6.565;0.0;1947083.3000000003
278;2.0;2012-09-07;87.65;3.73;222.0747635;6.565;1.0;1898777.07
279;2.0;2012-09-14;75.88;3.717;222.2174395;6.565;0.0;1814806.63
280;2.0;2012-09-21;71.09;3.721;222.4169362;6.565;0.0;1829415.6700000009
281;2.0;2012-09-28;79.45;3.666;222.6164329;6.565;0.0;1746470.5600000003
282;2.0;2012-10-05;70.27;3.617;222.8159296;6.17;0.0;1998321.0400000003
283;2.0;2012-10-12;60.97;3.6010000000000004;223.01542630000003;6.17;0.0;1900745.13
284;2.0;2012-10-19;68.08;3.594;223.0598077;6.17;0.0;1847990.4100000008
285;2.0;2012-10-26;69.79;3.506;223.0783366;6.17;0.0;1834458.35
286;3.0;2010-02-05;45.71;2.572;214.4248812;7.3679999999999986;0.0;461622.22
287;3.0;2010-02-12;47.93;2.548;214.5747916;7.3679999999999986;1.0;420728.96
288;3.0;2010-02-19;47.07;2.514;214.6198868;7.3679999999999986;0.0;421642.18999999994
289;3.0;2010-02-26;52.05;2.5610000000000004;214.6475127;7.3679999999999986;0.0;407204.86
290;3.0;2010-03-05;53.04;2.625;214.6751386;7.3679999999999986;0.0;415202.04
291;3.0;2010-03-12;63.08;2.667;214.7027646;7.3679999999999986;0.0;384200.69000000006
292;3.0;2010-03-19;60.42;2.72;214.5301219;7.3679999999999986;0.0;375328.59
293;3.0;2010-03-26;57.06;2.732;214.3241011;7.3679999999999986;0.0;359949.27
294;3.0;2010-04-02;65.56;2.719;214.11808030000003;7.343;0.0;423294.3999999998
295;3.0;2010-04-09;68.0;2.77;213.91205950000003;7.343;0.0;415870.28
296;3.0;2010-04-16;66.98;2.8080000000000003;213.7726889;7.343;0.0;354993.2599999999
297;3.0;2010-04-23;67.87;2.795;213.7221852;7.343;0.0;339976.65000000014
298;3.0;2010-04-30;70.24;2.78;213.6716815;7.343;0.0;361248.38999999984
299;3.0;2010-05-07;73.47;2.835;213.6211778;7.343;0.0;399323.8600000002
300;3.0;2010-05-14;77.18;2.854;213.6196139;7.343;0.0;384357.94000000006
301;3.0;2010-05-21;75.81;2.826;213.9116886;7.343;0.0;343763.1700000001
302;3.0;2010-05-28;78.6;2.759;214.2037634;7.343;0.0;350089.22999999986
303;3.0;2010-06-04;78.53;2.705;214.4958382;7.343;0.0;396968.79999999993
304;3.0;2010-06-11;82.1;2.668;214.787913;7.343;0.0;355017.08999999985
305;3.0;2010-06-18;83.52;2.637;214.7858259;7.343;0.0;364076.85
306;3.0;2010-06-25;83.79;2.653;214.6660741;7.343;0.0;357346.4800000001
307;3.0;2010-07-02;82.2;2.669;214.5463222;7.346;0.0;381151.72000000015
308;3.0;2010-07-09;81.75;2.642;214.4265704;7.346;0.0;349214.18
309;3.0;2010-07-16;84.32;2.623;214.4176476;7.346;0.0;352728.7799999999
310;3.0;2010-07-23;83.32;2.608;214.55649680000005;7.346;0.0;352864.49
311;3.0;2010-07-30;82.04;2.64;214.695346;7.346;0.0;347955.05
312;3.0;2010-08-06;85.13;2.627;214.8341952;7.346;0.0;402635.7599999999
313;3.0;2010-08-13;86.74;2.692;214.9730444;7.346;0.0;339597.37999999983
314;3.0;2010-08-20;88.02;2.664;214.9314191;7.346;0.0;351728.2100000002
315;3.0;2010-08-27;86.15;2.619;214.8897938;7.346;0.0;362134.09000000014
